candidate_id,name,email,phone,submitted_at,salary_full_time,salary_part_time,has_salary_info,salary_ratio_pt_ft,available_full_time,available_part_time,availability_flexibility,both_available,total_experiences,unique_companies,has_big_tech,has_senior_role,has_lead_role,most_common_role_type,experience_diversity_score,company_prestige_score,avg_prestige_per_role,highest_education_level,total_degrees,has_cs_degree,has_top_school,has_high_gpa,total_skills,frontend_skills,backend_skills,mobile_skills,data_skills,cloud_skills,database_skills,devops_skills,language_skills,is_full_stack,high_demand_skills,skills_diversity_score,primary_skill_category,country,city,continent,timezone_group,is_major_tech_hub,experience_score,skills_score,education_score,market_value_score,completeness_score,detailed_experience_score,detailed_skills_score,detailed_education_score,detailed_skill_categories,detailed_is_full_stack,detailed_high_demand_count,detailed_has_tech_degree,detailed_top50_schools,detailed_top25_schools,overall_score,enhanced_overall_score,experience_level,enhanced_experience_level,original_skills,original_work_experiences,score_percentile,enhanced_score_percentile,salary_percentile,experience_percentile,value_tier,enhanced_value_tier,experience_tier,budget_category,value_for_money,enhanced_value_for_money
877,Imaginative Octopus,imaginative-octopus@example.com,5534988283354,2025-01-29 01:36:50.000000,49320,0,True,0.0,True,True,2,True,2,2,False,False,False,Engineering,1.0,2,1.0,Bachelor's Degree,1,False,False,False,6,0,0,1,0,1,2,1,1,False,3,0.625,database,Brazil,Brazil,South America,Americas,False,16,18,10,20,12,8,21.25,15,"['mobile', 'database', 'cloud', 'devops', 'languages']",False,3.0,False,0.0,0.0,74.0,76.25,Mid-Level,Entry-Level,"XML, PostgreSQL, Docker, Java, Kotlin, SQL",Freelancer: Mobile App Developer; Plint: English Specialist,63.794871794871796,59.743589743589745,4.205128205128205,21.897435897435898,High,Low,Junior,Budget,1.5004055150040552,1.5460259529602596
878,Happy Dolphin,happy-dolphin@example.com,18177736046,2025-01-27 20:53:38.000000,118813,0,True,0.0,True,True,2,True,2,2,False,False,False,Engineering,1.0,2,1.0,Bachelor's Degree,1,True,False,False,7,3,0,0,0,0,0,0,2,False,3,0.25,frontend,United States,United States,North America,Americas,False,16,20,10,10,12,8,18.5,20,"['frontend', 'languages']",False,3.0,True,0.0,0.0,66.0,68.5,Mid-Level,Entry-Level,"Figma, HTML/CSS, Java, Photoshop, JavaScript, React, UI/UX Design",Jumo Health: Web Developer; Holmes Millet: Web Developer,46.205128205128204,43.02564102564103,72.51282051282051,21.897435897435898,Medium,Low,Junior,Premium,0.5554947690909244,0.5765362376170957
879,Calm Monkey,calm-monkey@example.com,4917658275963,2025-01-29 01:52:09.000000,139646,0,True,0.0,True,True,2,True,8,7,False,False,False,Other,0.875,16,2.0,Doctorate,3,False,False,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Germany,Germany,Europe,Europe,False,25,0,20,5,10,20,0.0,25,,,,False,0.0,0.0,58.333333333333336,60.0,Senior,Junior,,Freelance: Writer; Haus der Kulturen der Welt: Editor; Himalaya Learning: Consultant; University of Sussex: Researcher; EcoCast Podcast: Writer; Rachel Carson Center: Researcher; Guerilla Science: Consultant; University of Sussex: Consultant,28.000000000000004,26.923076923076923,94.25641025641026,97.94871794871794,Medium,Low,Senior,Premium,0.4177229088791182,0.4296578491328073
880,Lively Snake,lively-snake@example.com,16132202544,2025-01-26 10:55:32.000000,93814,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,7,2.3333333333333335,Bachelor's Degree,1,True,False,False,7,1,1,0,1,0,0,0,2,True,3,0.5,languages,Canada,Canada,North America,Americas,False,24,20,10,15,12,12,21.0,20,"['frontend', 'backend', 'data', 'languages']",True,3.0,True,0.0,0.0,79.0,80.0,Senior,Junior,"Java, Large Language Models (LLMs), Python, React, GIS, Flask, Pandas",Micro1: Software Engineer; Ericsson: Software Engineer; Carleton University: Software Engineer,72.15384615384616,65.6923076923077,46.46153846153846,83.48717948717949,High,Low,Mid,Standard,0.8420917986654445,0.8527511885219691
881,Hilarious,hilarious-hamster@example.com,5587991237846,2025-01-29 02:18:54.000000,96145,0,True,0.0,True,True,2,True,0,0,False,False,False,None,0.0,0,0.0,,2,True,True,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Goiânia,Goiânia,Other,Other,False,0,0,0,20,8,0,0.0,10,,,,True,1.0,0.0,26.666666666666668,38.0,Entry-Level,Entry-Level,,,1.282051282051282,3.0256410256410255,48.717948717948715,2.5128205128205128,Low,Low,Entry,Standard,0.27735885034756536,0.3952363617452806
882,Optimistic Wombat,optimistic-wombat@example.com,1369989075,2025-01-27 09:53:27.000000,67873,0,True,0.0,True,True,2,True,4,1,False,False,False,Engineering,0.25,4,1.0,Bachelor's Degree,1,True,False,False,11,0,0,0,1,2,2,3,1,False,4,0.625,devops,Canada,Canada,North America,Americas,False,25,28,10,15,12,16,29.25,20,"['data', 'database', 'cloud', 'devops', 'languages']",False,4.0,True,0.0,0.0,88.0,92.25,Senior,Junior,"Docker, Python, SQL, Kubernetes, Agile, Jenkins, Machine Learning, PostgreSQL, Microservices, REST APIs, Grafana",Telnyx: Software Engineer; Telnyx: Software Developer; Telnyx: Software Developer; Telnyx: Software Developer,85.38461538461539,81.8974358974359,22.46153846153846,57.128205128205124,Excellent,Medium,Mid,Standard,1.2965391245414228,1.3591560708971167
883,Lively Bear,lively-bear@example.com,5491140857233,2025-01-28 03:26:52.000000,61375,0,True,0.0,True,True,2,True,1,1,False,False,False,Engineering,1.0,1,1.0,,1,False,False,True,11,2,1,0,0,1,1,0,2,True,2,0.625,frontend,Argentina,Argentina,South America,Americas,False,8,24,0,20,12,4,23.25,0,"['frontend', 'backend', 'database', 'cloud', 'languages']",True,2.0,False,0.0,0.0,62.0,59.25,Junior,Entry-Level,"Azure, HTML/CSS, Java, JavaScript, MongoDB, Flask, Agile, Network Security, OpenShift, Splunk, Auditing",ExxonMobil: Security Engineer,34.0,25.743589743589745,16.512820512820515,8.76923076923077,Medium,Low,Junior,Standard,1.010183299389002,0.9653767820773931
884,Unique Fox,unique-fox@example.com,,2025-01-28 02:08:41.000000,144021,0,True,0.0,True,True,2,True,6,6,False,False,False,Other,1.0,6,1.0,,0,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Unknown,Unknown,Unknown,Unknown,False,25,0,0,15,8,20,0.0,0,,,,,,,46.666666666666664,43.0,Senior,Junior,,"CHS Payroll: Consultant; Agilea Solutions: Consultant; OnePoint, Human Capital Management: Consultant; Andrews Technology: Consultant; Allstate: Financial Analyst; NOVAtime Technology: Technical Support Engineer",9.179487179487179,5.076923076923077,99.38461538461539,76.61538461538461,Low,Low,Senior,Executive,0.3240268201628003,0.2985675700071518
885,Mighty Walrus,mighty-walrus@example.com,8801860442927,2025-01-28 07:57:35.000000,107160,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,3,1.0,Bachelor's Degree,2,True,False,True,5,0,0,0,2,2,0,0,0,False,1,0.25,data,Bangladesh,Bangladesh,Asia,Asia,False,24,12,10,20,12,12,10.5,20,"['data', 'cloud']",False,1.0,True,0.0,0.0,76.0,74.5,Senior,Junior,"Google Cloud Platform, NLP, Amazon Web Services, Technical Writing, Computer Vision",DevolvedAI: Machine Learning Engineer; Namespace IT: Machine Learning Engineer; Fortis Group: Software Developer Intern,67.48717948717949,55.12820512820513,60.410256410256416,40.35897435897436,High,Low,Mid,Premium,0.7092198581560284,0.6952220977976857
886,,sassy-yeti@example.com,18137341088,2025-01-27 14:19:15.000000,46419,0,True,0.0,True,True,2,True,3,3,True,True,True,Research,1.0,16,5.333333333333333,Master's Degree,2,False,False,True,10,1,0,0,1,0,0,0,3,False,4,0.375,languages,Sunnyvale,Sunnyvale,Other,Other,False,24,28,15,20,10,27,25.75,20,"['frontend', 'data', 'languages']",False,4.0,False,0.0,0.0,95.33333333333333,102.75,Senior,Mid-Level,"ETL, JavaScript, Agile, Java, Machine Learning, Cybersecurity, Tableau, Content Creation, Microservices, Python",University of South Florida: Researcher; Google Developer Student Club: Tech Lead; Zoho Corporation: Full Stack Developer,97.53846153846155,91.58974358974359,1.2307692307692308,97.94871794871794,Excellent,Medium,Mid,Budget,2.0537567231808813,2.213533251470303
887,Adorable Elephant,adorable-elephant@example.com,13092379092,2025-01-28 15:25:55.000000,111070,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,7,2.3333333333333335,Master's Degree,1,True,False,False,8,2,1,0,0,0,2,0,3,True,4,0.5,languages,United States,United States,North America,Americas,False,24,24,15,10,12,12,25.0,25,"['frontend', 'backend', 'database', 'languages']",True,4.0,True,0.0,0.0,83.0,84.0,Senior,Junior,"Django, HTML/CSS, Java, JavaScript, NoSQL, Python, SQL, REST APIs",Infosys: Software Engineer; Western Illinois University: Tutor; IT Convergence: Software Engineer,78.46153846153847,72.35897435897436,64.82051282051282,83.48717948717949,High,Medium,Mid,Premium,0.7472764923021519,0.7562798235347079
888,Daring Tapir,daring-tapir@example.com,12139137252,2025-01-28 14:11:06.000000,98839,0,True,0.0,True,True,2,True,4,4,False,False,False,Other,1.0,12,3.0,Master's Degree,2,True,True,True,9,3,2,0,1,0,1,0,3,True,6,0.625,frontend,Los Angeles,Los Angeles,Other,Other,False,25,28,15,20,12,16,30.25,30,"['frontend', 'backend', 'data', 'database', 'languages']",True,6.0,True,1.0,0.0,98.0,108.25,Senior,Junior,"HTML/CSS, Java, JavaScript, PHP, Python, React, SQL, Flask, Machine Learning",Yuan Ze University: Research and Development Intern; Vellore Institute of Technology: Tutor; LetsGrowMore: Web Developer; TheSmartBridge: Data Scientist,98.3076923076923,95.94871794871796,50.871794871794876,94.56410256410255,Excellent,Medium,Mid,Standard,0.9915114479102378,1.0952154513906454
889,Sassy Ibex,sassy-ibex@example.com,5531995581926,2025-01-27 02:56:22.000000,69510,0,True,0.0,True,True,2,True,3,3,False,True,False,Engineering,1.0,3,1.0,Master's Degree,3,True,True,True,17,3,2,1,0,3,1,1,3,True,8,0.875,frontend,Brazil,Brazil,South America,Americas,False,24,30,15,20,12,17,38.75,30,"['frontend', 'backend', 'mobile', 'database', 'cloud', 'devops', 'languages']",True,8.0,True,1.0,0.0,99.0,117.75,Senior,Junior,"SQL, JavaScript, Power BI, Amazon Web Services, Nest JS, Project Management, Docker, React, Django, Java, ETL, Agile, Python, Next JS, Google Cloud Platform, Node JS, Flutter",Extratime: Software Engineer; Accountfy: Senior Data Analyst; Rock Content: Software Engineer,98.92307692307692,99.48717948717949,23.897435897435898,40.35897435897436,Excellent,High,Mid,Standard,1.4242555028053516,1.694000863185153
890,Thoughtful Unicorn,thoughtful-unicorn@example.com,19408431774,2025-01-27 00:40:43.000000,80958,0,True,0.0,True,True,2,True,2,2,False,False,False,Engineering,1.0,2,1.0,Master's Degree,2,True,False,True,12,4,1,0,1,1,2,0,2,True,6,0.75,frontend,United States,United States,North America,Americas,False,16,30,15,10,12,8,34.5,25,"['frontend', 'backend', 'data', 'database', 'cloud', 'languages']",True,6.0,True,0.0,0.0,81.0,89.5,Mid-Level,Entry-Level,"Amazon Web Services, Bootstrap, HTML/CSS, Java, JavaScript, MongoDB, React, SQL, Flask, Fast API, Machine Learning, Spark",Indian Space Research Organization: Software Developer Intern; Indian Telephone Industries Limited: Software Developer Intern,74.76923076923076,79.02564102564102,33.743589743589745,21.897435897435898,High,Medium,Junior,Standard,1.0005187875194546,1.1055114997900146
891,Zealous Flamingo,zealous-flamingo@example.com,19166989669,2025-01-28 19:14:42.000000,123524,0,True,0.0,True,True,2,True,2,2,False,False,False,Engineering,1.0,2,1.0,Bachelor's Degree,1,True,False,False,11,3,1,0,0,2,0,1,5,True,4,0.625,languages,United States,United States,North America,Americas,False,16,28,10,5,12,8,29.25,20,"['frontend', 'backend', 'cloud', 'devops', 'languages']",True,4.0,True,0.0,0.0,69.0,74.25,Mid-Level,Entry-Level,"JavaScript, Kubernetes, Rust, Azure, C++, PHP, Web Scraping, React, Java, Python, Next JS",Chevron: Cloud Engineer; plumbingsupply.com: Web Developer,55.794871794871796,54.51282051282051,77.84615384615384,21.897435897435898,Medium,Low,Junior,Premium,0.5585959003918267,0.6010977623781614
892,Vibrant,vibrant-koala@example.com,31299171575437,2025-01-28 21:25:12.000000,126567,0,True,0.0,True,True,2,True,9,9,False,True,True,Engineering,1.0,9,1.0,Bachelor's Degree,2,True,True,False,29,6,2,2,0,4,2,4,5,True,8,0.875,frontend,The Randstad,The Randstad,Other,Other,False,25,30,10,15,12,25,38.75,25,"['frontend', 'backend', 'mobile', 'database', 'cloud', 'devops', 'languages']",True,8.0,True,1.0,0.0,90.0,115.75,Senior,Mid-Level,"REST APIs, React, gRPC, Java, PostgreSQL, Agile, GraphQL, SQL, JavaScript, GDPR Compliance, C#, Jenkins, TypeScript, Microservices, Vue JS, Kubernetes, CircleCI, Azure, Docker, HTML/CSS, Python, Google Cloud Platform, Cypress, Flutter, Angular, Kotlin, Terraform, PHP, Node JS",Ortec Finance: Software Developer; insightsoftware: Lead Software Engineer; GrandVision BV: Software Engineer; Ada Tech: Software Engineer; Yara Brasil: Software Engineer; Berkana Patrimônio: Software Engineer; Boi na Linha: Lead Software Engineer; Ulend: Lead Software Engineer; Ocatec: Consultant,88.71794871794872,99.12820512820512,81.84615384615384,90.82051282051282,Excellent,High,Senior,Premium,0.7110858280594469,0.9145353844208997
893,Witty Jaguar,witty-jaguar@example.com,994775146678,2025-01-26 10:10:52.000000,47950,0,True,0.0,True,True,2,True,6,6,False,False,False,Other,1.0,14,2.3333333333333335,Bachelor's Degree,2,False,True,True,6,0,0,0,4,0,0,0,1,False,2,0.25,data,Azerbaijan,Azerbaijan,Other,Other,False,25,16,10,20,12,20,14.5,20,"['data', 'languages']",False,2.0,False,1.0,0.0,81.0,86.5,Senior,Junior,"Computer Vision, NLP, Python, Pandas, Machine Learning, Matplotlib",SmartKiwi AI: Data Scientist; University College London: Machine Learning Research Scientist; University of Houston: AI Research Scientist; Affable AI: Data Scientist; ABB Tech Academy: AI/ML Engineer; AzerCosmos: AI Research Scientist,74.76923076923076,75.23076923076924,2.564102564102564,97.02564102564104,High,Medium,Senior,Budget,1.689259645464025,1.8039624608967673
894,Loyal,loyal-rabbit@example.com,,2025-01-26 09:09:06.000000,60003,0,True,0.0,True,True,2,True,6,6,False,True,True,Engineering,1.0,6,1.0,,0,False,False,False,19,4,2,2,0,2,3,2,3,True,8,0.875,frontend,Netherlands,Netherlands,Other,Other,False,25,30,0,20,11,25,38.75,0,"['frontend', 'backend', 'mobile', 'database', 'cloud', 'devops', 'languages']",True,8.0,,,,84.16666666666667,94.75,Senior,Mid-Level,"Java, Redux, HTML/CSS, React Native, Amazon Web Services, CircleCI, Python, TypeScript, Node JS, Redis, Next JS, Jenkins, Flutter, SQL, Django, Jest, MongoDB, Docker, React",Stealth Company: Full Stack Developer; Solute Al: Co-Founder; Stream: Senior React Developer; Work Harder Dev: Software Engineer; Tranzer: Technical Project Manager; Aiden: Full Stack Developer,81.23076923076923,84.46153846153847,14.871794871794872,76.61538461538461,High,Medium,Senior,Standard,1.4027076423956581,1.5790877122810527
895,Mischievous Koala,mischievous-koala@example.com,639565573493,2025-01-28 19:09:50.000000,99633,0,True,0.0,True,True,2,True,5,5,False,False,True,Other,1.0,5,1.0,Bachelor's Degree,2,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,San Pablo City,San Pablo City,Other,Other,False,25,0,10,20,10,20,0.0,15,,,,False,0.0,0.0,63.333333333333336,65.0,Senior,Junior,,Cohu Delta Design: Operational Specialist; Huawei Technologies: Technical Project Manager; Collins Aerospace: Software Engineer; Accenture: Software Developer Intern; PLDT: Intern,40.61538461538461,35.58974358974359,52.0,68.92307692307692,Medium,Low,Mid,Standard,0.6356662283915303,0.6523942870334126
896,Daring,daring-ostrich@example.com,5573991968674,2025-01-27 16:45:17.000000,50377,0,True,0.0,True,True,2,True,4,4,False,False,True,Engineering,1.0,4,1.0,Bachelor's Degree,2,True,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Centro – Arraial D’ Ajuda,Centro – Arraial D’ Ajuda,Other,Other,False,25,0,10,20,10,16,0.0,20,,,,True,0.0,0.0,63.333333333333336,66.0,Senior,Junior,,LG Lugar de Gente: Software Developer; Restaurante Don Fabrizio: Financial Analyst; Level 5 – Empresa Júnior: Project Manager; Fundão Estudar: Marketing Specialist,40.61538461538461,37.84615384615385,5.435897435897436,57.128205128205124,Medium,Low,Mid,Budget,1.2571874731193469,1.3101216825138455
897,,vibrant-bear@example.com,5541996583001,2025-01-27 09:25:02.000000,126420,0,True,0.0,True,True,2,True,4,4,False,False,False,Engineering,1.0,4,1.0,Bachelor's Degree,1,False,False,False,7,3,0,0,0,1,2,1,1,False,2,0.625,frontend,Pinhais,Pinhais,Other,Other,False,25,18,10,15,10,16,19.25,15,"['frontend', 'database', 'cloud', 'devops', 'languages']",False,2.0,False,0.0,0.0,76.33333333333333,75.25,Senior,Junior,"SQL, C#, Docker, HTML/CSS, PostgreSQL, Vue JS, Angular",Raltec: Full Stack Developer; ThinkBridge: Technical Support Engineer; Brunsker: Software Developer; X-Bits: Software Developer Intern,68.61538461538461,57.692307692307686,81.74358974358974,57.128205128205124,High,Low,Mid,Premium,0.6038074144386436,0.5952380952380952
898,Witty Kangaroo,witty-kangaroo@example.com,61457742694,2025-01-26 17:07:51.000000,115478,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,3,1.0,Bachelor's Degree,1,True,False,False,10,4,1,0,0,0,1,0,3,True,4,0.5,frontend,Sydney,Sydney,Other,Other,True,24,28,10,15,12,12,27.0,20,"['frontend', 'backend', 'database', 'languages']",True,4.0,True,0.0,0.0,87.0,86.0,Senior,Junior,"Bootstrap, JavaScript, SQL, Redux, C#, PHP, HTML/CSS, React, Java, NET",Infosys: Associate Consultant; Westpac: Software Engineer; SICE: Software Developer Intern,84.2051282051282,74.66666666666667,69.84615384615384,40.35897435897436,Excellent,Medium,Mid,Premium,0.7533902561526872,0.7447305980359896
899,Joyful,joyful-emu@example.com,17785808094,2025-01-28 01:06:02.000000,136203,0,True,0.0,True,True,2,True,2,2,False,False,False,Other,1.0,2,1.0,Bachelor's Degree,2,False,True,True,3,0,0,0,1,0,0,0,0,False,1,0.125,data,Canada,Canada,North America,Americas,False,16,8,10,10,12,8,7.25,25,['data'],False,1.0,False,2.0,1.0,54.0,62.25,Mid-Level,Entry-Level,"Machine Learning, UI/UX Design, Wireframing",BetterCall: UX/UI Designer; Brooke Charter Schools: Teacher,18.153846153846153,31.435897435897438,90.56410256410257,21.897435897435898,Medium,Low,Junior,Premium,0.3964670381709654,0.4570383912248629
900,Trustworthy Yeti,trustworthy-yeti@example.com,5531996342904,2025-01-28 16:17:55.000000,101272,0,True,0.0,True,True,2,True,5,5,False,False,False,Analytics,1.0,5,1.0,Master's Degree,2,True,False,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Brazil,Brazil,South America,Americas,False,25,0,15,20,10,20,0.0,25,,,,True,0.0,0.0,68.33333333333333,75.0,Senior,Junior,,"Dell: Data Scientist; Sweatworks: Data Scientist; Ministério Público de Minas Gerais: Researcher; Vetta, SMS Group: Software Developer Intern; Viridis Energy: Software Developer Intern",53.84615384615385,56.51282051282052,53.74358974358975,68.92307692307692,Medium,Low,Mid,Premium,0.6747505068857466,0.7405798246306975
901,Optimistic Elephant,optimistic-elephant@example.com,17733025803,2025-01-26 07:04:12.000000,62624,0,True,0.0,True,True,2,True,2,2,False,False,False,Engineering,1.0,2,1.0,Master's Degree,2,True,True,True,14,3,1,0,0,0,1,1,3,True,6,0.625,frontend,United States,United States,North America,Americas,False,16,30,15,15,12,8,35.25,35,"['frontend', 'backend', 'database', 'devops', 'languages']",True,6.0,True,1.0,1.0,86.0,105.25,Mid-Level,Entry-Level,"Node JS, RabbitMQ, JavaScript, SQL, React, Agile, Investing, Snowflake, REST APIs, Java, OAuth, Angular, Jenkins, Python",2 By 2 Gaming: Application Developer; Cvent: Software Development Engineer 2 (SDE 2),82.92307692307692,93.94871794871796,17.94871794871795,21.897435897435898,Excellent,Medium,Junior,Standard,1.3732754215636178,1.6806655595298927
902,Talented Chinchilla,talented-chinchilla@example.com,349685001310,2025-01-28 02:32:26.000000,93576,0,True,0.0,True,True,2,True,2,2,False,False,False,Engineering,1.0,2,1.0,Bachelor's Degree,1,True,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Palma De Mallorca,Palma De Mallorca,Other,Other,False,16,0,10,20,10,8,0.0,20,,,,True,0.0,0.0,54.333333333333336,58.0,Mid-Level,Entry-Level,,APSL.tech: Backend Engineer; Juniper Innovating Travel Software: Backend Engineer,18.974358974358974,23.692307692307693,46.15384615384615,21.897435897435898,Medium,Low,Junior,Standard,0.5806332107947908,0.6198170471060956
903,Mighty Lemur,mighty-lemur@example.com,5491130450883,2025-01-27 15:51:54.000000,126265,0,True,0.0,True,True,2,True,5,5,False,False,False,Analytics,1.0,9,1.8,Bachelor's Degree,1,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Buenos Aires,Buenos Aires,Other,Other,False,25,0,10,15,10,20,0.0,15,,,,False,0.0,0.0,58.333333333333336,60.0,Senior,Junior,,Medifé: Medical Researcher; Raines International: Data Analyst; Mil Mujeres Legal Services: Data Analyst; Dr. Rafael Belloso Chacin University: Editor; THECC S.A.: Marketing Specialist,28.000000000000004,26.923076923076923,81.53846153846153,90.82051282051282,Medium,Low,Mid,Premium,0.46199131456328624,0.4751910664079515
904,Happy Yak,happy-yak@example.com,5076760045,2025-01-27 20:18:04.000000,74976,0,True,0.0,True,True,2,True,4,4,False,False,False,Other,1.0,4,1.0,High School Diploma,2,False,False,False,6,3,0,0,0,1,0,0,3,False,5,0.375,frontend,MN,MN,Other,Other,False,25,22,2,20,12,16,24.75,5,"['frontend', 'cloud', 'languages']",False,5.0,False,0.0,0.0,79.0,77.75,Senior,Junior,"Amazon Web Services, HTML/CSS, Java, JavaScript, Python, React",KGP Co.: Web Developer; Best Buy: Data Analyst; Walmart: Customer Support; McDonald's: Customer Support,72.15384615384616,61.89743589743589,29.743589743589745,57.128205128205124,High,Low,Mid,Standard,1.05367050789586,1.036998506188647
905,Strong Jaguar,strong-jaguar@example.com,13126475575,2025-01-27 01:37:36.000000,123304,0,True,0.0,True,True,2,True,0,0,False,False,False,None,0.0,0,0.0,Juris Doctor (J.D),2,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Chicago,Chicago,Other,Other,False,0,0,0,15,8,0,0.0,0,,,,False,0.0,0.0,21.666666666666668,23.0,Entry-Level,Entry-Level,,,0.46153846153846156,0.46153846153846156,77.53846153846153,2.5128205128205128,Low,Low,Entry,Premium,0.17571746793832047,0.18653085058067864
906,Thoughtful Ibex,thoughtful-ibex@example.com,50252580890,2025-01-28 17:12:06.000000,92034,0,True,0.0,True,True,2,True,4,4,False,False,False,Analytics,1.0,4,1.0,Master's Degree,3,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Guatemala,Guatemala,Other,Other,False,25,0,15,20,10,16,0.0,20,,,,False,0.0,0.0,68.33333333333333,66.0,Senior,Junior,,Uniespecies: Financial Analyst; Banco Industrial: Financial Analyst; Fundación de AMOR: Accountant; Suzuki: Accountant,53.84615384615385,37.84615384615385,44.205128205128204,57.128205128205124,Medium,Low,Mid,Standard,0.742479228690846,0.7171262794184757
907,,daring-jaguar@example.com,573160524360,2025-01-28 00:18:43.000000,137489,0,True,0.0,True,True,2,True,3,2,False,False,False,Engineering,0.6666666666666666,3,1.0,Bachelor's Degree,2,True,False,False,8,2,1,0,0,1,1,2,2,True,4,0.75,frontend,Bogotá,Bogotá,Other,Other,False,24,24,10,15,10,12,27.5,20,"['frontend', 'backend', 'database', 'cloud', 'devops', 'languages']",True,4.0,True,0.0,0.0,81.33333333333333,84.5,Senior,Junior,"Docker, HTML/CSS, Java, Python, SQL, Flask, Angular, Jenkins",IDEMIA: Software Developer Intern; IDEMIA: Software Engineer; Associated Press: Frontend Engineer,75.94871794871794,72.92307692307692,91.7948717948718,40.35897435897436,High,Medium,Mid,Premium,0.5915624765132725,0.6145946221152238
908,Imaginative Iguana,imaginative-iguana@example.com,14156548305,2025-01-28 16:42:46.000000,51013,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,7,2.3333333333333335,,0,False,False,False,7,0,0,0,0,2,0,3,1,False,2,0.375,devops,United States,United States,North America,Americas,False,24,18,0,15,12,12,16.75,0,"['cloud', 'devops', 'languages']",False,2.0,,,,67.0,55.75,Senior,Junior,"Docker, Python, Kubernetes, Ansible, Microservices, Helm, Prometheus",Humane: Systems Engineer; Parker Institute for Cancer Immunotherapy: Systems Engineer; BKL Networks: IT Support Specialist,48.256410256410255,18.871794871794872,6.153846153846154,83.48717948717949,Medium,Low,Mid,Budget,1.3133907043302688,1.0928586830807834
909,Delightful Octopus,delightful-octopus@example.com,5543898351107,2025-01-26 18:52:31.000000,49879,0,True,0.0,True,True,2,True,5,5,False,True,False,Engineering,1.0,5,1.0,Associate's Degree,1,False,False,False,13,3,0,1,0,1,4,1,1,False,4,0.75,database,Corinto,Corinto,Other,Other,False,25,28,5,20,12,25,32.5,10,"['frontend', 'mobile', 'database', 'cloud', 'devops', 'languages']",False,4.0,False,0.0,0.0,88.0,99.5,Senior,Mid-Level,"SQL, Terraform, Arduino, REST APIs, Amazon Web Services, MongoDB, Nest JS, React Native, React, NoSQL, PostgreSQL, Next JS, TypeScript",LibationLabs: Senior Software Engineer; Casion - Tech Goodies/Squadfy: Senior Software Engineer; Freelancer: Software Engineer; Razzo Tecnologia: Software Engineer; Skill Sistemas / CEFET-MG: Software Developer Intern,85.38461538461539,89.33333333333333,4.82051282051282,68.92307692307692,Excellent,Medium,Mid,Budget,1.7642695322680888,1.9948274825076686
910,Thoughtful Yeti,thoughtful-yeti@example.com,,2025-01-27 15:18:04.000000,66464,0,True,0.0,True,True,2,True,1,1,False,True,False,Engineering,1.0,1,1.0,Bachelor's Degree,3,False,False,False,9,3,1,0,0,0,2,0,3,True,6,0.5,frontend,Brazil,Brazil,South America,Americas,False,8,28,10,20,11,9,29.0,15,"['frontend', 'backend', 'database', 'languages']",True,6.0,False,0.0,0.0,75.16666666666667,84.0,Junior,Entry-Level,"SQL, JavaScript, Jest, Nest JS, React, Java, PostgreSQL, Node JS, TypeScript",Ema Software: Senior Full Stack Developer,66.35897435897435,72.35897435897436,21.025641025641026,8.76923076923077,High,Medium,Junior,Standard,1.1309380516770984,1.263842079922966
911,Sincere Viper,sincere-viper@example.com,5511953127899,2025-01-28 14:53:28.000000,51119,0,True,0.0,True,True,2,True,2,2,False,False,False,Engineering,1.0,2,1.0,Bachelor's Degree,2,True,False,False,4,1,0,0,0,0,1,0,2,False,3,0.375,languages,Santo André,Santo André,Other,Other,False,16,14,10,20,12,8,16.75,20,"['frontend', 'database', 'languages']",False,3.0,True,0.0,0.0,70.0,76.75,Mid-Level,Entry-Level,"NET, JavaScript, Java, SQL",Toledo do Brasil: Software Developer; Grupo FCamara: Software Developer,56.97435897435897,60.46153846153847,6.564102564102564,21.897435897435898,Medium,Low,Junior,Budget,1.369353860599777,1.5013986971576125
